regime,style,option_type,label_noise,model,family,n_train,seed,fit_seconds,mae_usd,rmse_usd,max_usd,mae_inside_usd,mae_outside_usd,delta_mae,gamma_mae,pde_rms,boundary_mae_usd,boundary_missing,iv_mae_pts,iv_failed,viol_convex,viol_delta,viol_bound,viol_calendar
full,european,call,0.0,pinn_n1,pinn,0,0,113.52982490000068,0.776418200630313,0.9215867062713115,1.5517412068297265,0.776418200630313,,0.03329876806312444,0.310664319831323,0.008709802003579722,,,,,0.39555555555555555,0.18222222222222223,0.017777777777777778,
full,european,call,0.0,pinn_n0,pinn,0,0,113.96021939999991,6.687176902423259,8.208477741475367,18.384819924670325,6.687176902423259,,0.17562338008276515,1.0016434046334393,0.21715694385211629,,,,,0.4888888888888889,0.48,0.3511111111111111,
full,european,call,0.0,poly_ridge,ml,50,0,0.0012841000007028924,0.43567505695293796,0.806963115938495,4.211256528132901,0.43567505695293796,,0.03850930656664612,0.41721807355889046,0.09401194082224577,,,,,0.26666666666666666,0.2222222222222222,0.30666666666666664,
full,european,call,0.0,kernel_ridge,ml,50,0,0.09586310000122467,0.6007811296111596,0.8096953550528456,3.590844902980744,0.6007811296111596,,0.04579930978677312,0.47231143933737985,0.0333710602472064,,,,,0.2222222222222222,0.25333333333333335,0.4222222222222222,
full,european,call,0.0,random_forest,ml,50,0,0.30123730000013893,1.4190493884419046,1.9704874349549102,6.175942172996174,1.4190493884419046,,0.18697140696410777,20.788295678652396,1.069706819885813,,,,,0.28,0.15555555555555556,0.31555555555555553,
full,european,call,0.0,grad_boosting,ml,50,0,0.3300548000006529,1.5958215965878269,2.016948167345946,5.396236097452039,1.5958215965878269,,0.28354548731943807,33.19071229356856,1.7813818999171953,,,,,0.24,0.21777777777777776,0.48,
full,european,call,0.0,mlp_tanh,dl,50,0,3.628378299999895,0.474624303120602,0.7099430379565942,3.7614323810992167,0.474624303120602,,0.03247366302194218,0.3005108655439623,0.03659803506835086,,,,,0.03111111111111111,0.24,0.4222222222222222,
full,european,call,0.0,mlp_relu,dl,50,0,3.6767448999999033,0.29516077725231343,0.6470981374906019,4.1382752971110275,0.29516077725231343,,0.03217568519451983,0.7555606266897501,0.04883667403276802,,,,,0.16,0.06222222222222222,0.20444444444444446,
full,european,call,0.0,resnet_silu,dl,50,0,5.432689499999469,0.20662624913783686,0.39323889481342655,2.5016263739523814,0.20662624913783686,,0.01984497651675791,0.242961467919144,0.016619506560735547,,,,,0.06666666666666667,0.017777777777777778,0.2577777777777778,
full,european,call,0.0,fourier_mlp,dl,50,0,3.2782210999994277,23.975810792197667,30.798063434227107,98.42560644009441,23.975810792197667,,2.9029386919888487,95.75503141852306,5.774224952960218,,,,,0.5155555555555555,0.9066666666666666,0.4222222222222222,
full,european,call,0.0,picnn,dl,50,0,10.82551760000024,1.626149052172414,2.054286836213391,7.009194852536671,1.626149052172414,,0.08904199266846574,0.7608719127105105,0.11636286070490967,,,,,0.0,0.08444444444444445,0.5733333333333334,
full,european,call,0.0,bs_iv_net,dl,50,0,4.298933000000034,0.00046471759748192577,0.0008331599361682132,0.004221437746532164,0.00046471759748192577,,0.0007924861880151722,0.004555584986752021,0.0002817529651308881,,,,,0.0,0.0,0.0,
full,european,call,0.0,poly_ridge,ml,200,0,0.001330999999481719,0.3753074400297432,0.5288291124338331,2.4673121923337926,0.3753074400297432,,0.0404351285181702,0.4385819710267737,0.025641589440929927,,,,,0.27555555555555555,0.2311111111111111,0.3022222222222222,
full,european,call,0.0,kernel_ridge,ml,200,0,0.1473256000008405,0.03856974887744019,0.08991721706751715,0.6794306596127675,0.03856974887744019,,0.0051436421850050915,0.09767096475657487,0.026471296400780164,,,,,0.09333333333333334,0.008888888888888889,0.04888888888888889,
full,european,call,0.0,random_forest,ml,200,0,0.31174429999919084,0.7429427711348094,0.9962940171021654,3.641410406913502,0.7429427711348094,,0.09834742933545158,12.271152991103937,0.6756583057890554,,,,,0.28444444444444444,0.14222222222222222,0.24888888888888888,
full,european,call,0.0,grad_boosting,ml,200,0,0.3151047999999719,0.7227001273519061,0.9884776858510873,3.043204880140676,0.7227001273519061,,0.11350302294050393,17.022510812828305,0.866901657148775,,,,,0.43555555555555553,0.1511111111111111,0.4311111111111111,
full,european,call,0.0,mlp_tanh,dl,200,0,4.054017600001316,0.4592504890265635,0.6169691312254472,2.8612100200114177,0.4592504890265635,,0.04428128211508818,0.41708202747669837,0.01782285133451389,,,,,0.09333333333333334,0.3288888888888889,0.4666666666666667,
full,european,call,0.0,mlp_relu,dl,200,0,3.8455288000004657,0.08711150037096295,0.14264143746495386,0.8862216000607215,0.08711150037096295,,0.014508436121630351,0.6817779428519758,0.03497170865667702,,,,,0.16444444444444445,0.013333333333333334,0.08888888888888889,
full,european,call,0.0,resnet_silu,dl,200,0,6.365993000001254,0.12026572771286581,0.17462343097827404,1.118948371833317,0.12026572771286581,,0.013106693712048553,0.1777802640094543,0.008063849132198568,,,,,0.09333333333333334,0.05333333333333334,0.22666666666666666,
full,european,call,0.0,fourier_mlp,dl,200,0,3.8047406999994564,17.405843157562117,23.947806182252933,69.91341723993915,17.405843157562117,,2.4415882282319834,74.71140431228372,4.915862208659294,,,,,0.4888888888888889,0.8933333333333333,0.3333333333333333,
full,european,call,0.0,picnn,dl,200,0,11.761493300000438,1.1132024312873168,1.3114472643829578,4.017172815030568,1.1132024312873168,,0.0640985305590815,0.5716175230021946,0.032113366580031645,,,,,0.0,0.08444444444444445,0.5822222222222222,
full,european,call,0.0,bs_iv_net,dl,200,0,4.835326599999462,0.0003135189214880013,0.0005227940683612713,0.001747844988353453,0.0003135189214880013,,0.0008097173710936296,0.004767655257061894,0.0002840579171657392,,,,,0.0,0.0,0.0,
full,european,call,0.0,poly_ridge,ml,1000,0,0.0015949000007822178,0.3650380915292659,0.5156412685010989,2.460433541740581,0.3650380915292659,,0.040444664067542595,0.4388870279990207,0.011133157806596657,,,,,0.27555555555555555,0.22666666666666666,0.28888888888888886,
full,european,call,0.0,kernel_ridge,ml,1000,0,1.482902699999613,0.0018385647907402504,0.004072255001204954,0.022911422078862598,0.0018385647907402504,,0.0011079538853578919,0.01841242235303319,0.0014110249761127404,,,,,0.017777777777777778,0.0,0.0,
full,european,call,0.0,random_forest,ml,1000,0,0.33064440000089235,0.31750596526611385,0.4605675135004434,1.6266857914893171,0.31750596526611385,,0.05084160080610351,6.124148394602101,0.3190154526778674,,,,,0.4222222222222222,0.18666666666666668,0.17777777777777778,
full,european,call,0.0,grad_boosting,ml,1000,0,1.0252512999995815,0.36765304605525845,0.48502973877705563,1.426538863407205,0.36765304605525845,,0.05776617086043708,8.142260176963752,0.4383043018409228,,,,,0.47555555555555556,0.29777777777777775,0.14222222222222222,
full,european,call,0.0,mlp_tanh,dl,1000,0,5.316900599998917,0.36034246578785806,0.4926147262346707,2.437242926782124,0.36034246578785806,,0.03577789830726254,0.3555080175890548,0.015522286150624892,,,,,0.08,0.28888888888888886,0.40444444444444444,
full,european,call,0.0,mlp_relu,dl,1000,0,5.11567819999982,0.046610733833405395,0.07127964421873605,0.2799418079586058,0.046610733833405395,,0.008733421767516415,0.5793103456486093,0.03061755998609421,,,,,0.15555555555555556,0.0044444444444444444,0.07111111111111111,
full,european,call,0.0,resnet_silu,dl,1000,0,9.826831899999888,0.10203587717338097,0.15217319886621156,1.0405153648314402,0.10203587717338097,,0.01158226544017939,0.1589709290395496,0.006923156228990417,,,,,0.08888888888888889,0.044444444444444446,0.2,
full,european,call,0.0,fourier_mlp,dl,1000,0,6.380298500000208,1.3407655409946448,2.267813913020778,15.687234193090497,1.3407655409946448,,0.2892386072220615,17.11121586824826,0.8564137766291349,,,,,0.4622222222222222,0.4177777777777778,0.3288888888888889,
full,european,call,0.0,picnn,dl,1000,0,15.678020600000309,1.196675725351137,1.4061074518578056,4.2949006573615005,1.196675725351137,,0.07051847181398702,0.6292068551365637,0.028239194962968873,,,,,0.0,0.11555555555555555,0.5822222222222222,
full,european,call,0.0,bs_iv_net,dl,1000,0,5.928564599998936,0.0002716660577773723,0.00044760519312348574,0.0017765934417046658,0.0002716660577773723,,0.0008066598039919324,0.004732106018495667,0.00028253329469634,,,,,0.0,0.0,0.0,
full,european,call,0.0,poly_ridge,ml,3000,0,0.0020385000007081544,0.37342762430147564,0.513445261710029,2.1444875431211874,0.37342762430147564,,0.04068973956739526,0.44100676957784685,0.006619460440183976,,,,,0.27111111111111114,0.2311111111111111,0.3022222222222222,
full,european,call,0.0,kernel_ridge,ml,3000,0,13.292650199999116,0.0017076734523152831,0.0037868474039029964,0.023192171634300873,0.0017076734523152831,,0.0010705838489562577,0.0180079476641573,0.0010850158777879234,,,,,0.02666666666666667,0.0,0.0,
full,european,call,0.0,random_forest,ml,3000,0,0.32822309999937715,0.14493443850783277,0.22346346847704146,0.9302269901400817,0.14493443850783277,,0.02852357206695724,2.887182515624892,0.17233528451845895,,,,,0.35555555555555557,0.14222222222222222,0.12,
full,european,call,0.0,grad_boosting,ml,3000,0,1.0765188000004855,0.15572379497877276,0.21362703927442728,0.7725828479206831,0.15572379497877276,,0.028934294384103006,4.278171933869269,0.23229071304286344,,,,,0.32,0.18666666666666668,0.21777777777777776,
full,european,call,0.0,mlp_tanh,dl,3000,0,8.46706069999891,0.22492255196843322,0.34242293408482166,1.9509204344210551,0.22492255196843322,,0.021081684973619123,0.2515757546792523,0.016560348220142105,,,,,0.10222222222222223,0.09333333333333334,0.3466666666666667,
full,european,call,0.0,mlp_relu,dl,3000,0,7.9107896000004985,0.06728038488278856,0.09404887062515951,0.37544993763659607,0.06728038488278856,,0.011411400564767474,0.4882685613902247,0.029169495850471714,,,,,0.11555555555555555,0.04888888888888889,0.10222222222222223,
full,european,call,0.0,resnet_silu,dl,3000,0,15.290197199999966,0.10910711679371574,0.15075231933602562,0.9090185777602122,0.10910711679371574,,0.01182594637947725,0.1576853365385055,0.006486243311925831,,,,,0.09333333333333334,0.044444444444444446,0.2311111111111111,
full,european,call,0.0,fourier_mlp,dl,3000,0,9.551137099999323,0.1551255579691579,0.22005244809153077,1.2197281477981825,0.1551255579691579,,0.03733299596793606,3.1467764750186813,0.1733177134217437,,,,,0.4,0.17333333333333334,0.20444444444444446,
full,european,call,0.0,picnn,dl,3000,0,23.566059699998732,1.210450501499311,1.3920492097142152,3.963024975484364,1.210450501499311,,0.06999173147280396,0.6235830966898068,0.01757039969503427,,,,,0.0,0.1111111111111111,0.5911111111111111,
full,european,call,0.0,bs_iv_net,dl,3000,0,8.818704299999808,0.0002721469121980487,0.00044743867152581264,0.0017765934417046658,0.0002721469121980487,,0.0008066490581625081,0.004733241986514517,0.00028263521955370307,,,,,0.0,0.0,0.0,
full,european,call,0.0,poly_ridge,ml,50,1,0.0012708999984170077,0.3219109964078195,0.4906507288824527,2.6298048074461344,0.3219109964078195,,0.03564992136478472,0.4224161288919687,0.0274980339153674,,,,,0.27555555555555555,0.18222222222222223,0.19111111111111112,
full,european,call,0.0,kernel_ridge,ml,50,1,0.0947284000012587,0.248743985232627,0.37958506072499604,2.1045143830893287,0.248743985232627,,0.030887528917974343,0.35638886467965086,0.012372489865873871,,,,,0.21333333333333335,0.19111111111111112,0.25333333333333335,
full,european,call,0.0,random_forest,ml,50,1,0.3055937000008271,1.9383811167468457,2.782832958102993,9.231645820135892,1.9383811167468457,,0.3830175797790662,22.079575487873576,1.5125535118446574,,,,,0.48,0.21333333333333335,0.18666666666666668,
full,european,call,0.0,grad_boosting,ml,50,1,0.32231420000061917,1.832923705673148,2.6796149633327953,8.250949199561608,1.832923705673148,,0.38309819242258925,31.792380031321656,2.6783940464282283,,,,,0.4577777777777778,0.31555555555555553,0.23555555555555555,
full,european,call,0.0,mlp_tanh,dl,50,1,3.558673200001067,0.6829224586147018,1.108501473616599,5.143016637986653,0.6829224586147018,,0.050797792126517534,0.4870825758382954,0.02953244970260902,,,,,0.0,0.13777777777777778,0.31555555555555553,
full,european,call,0.0,mlp_relu,dl,50,1,3.7549631999991107,0.28064921616395344,0.46682835877896667,2.750055180614941,0.28064921616395344,,0.026851092391310224,0.6408463022087593,0.03815154841678495,,,,,0.16444444444444445,0.07555555555555556,0.12444444444444444,
full,european,call,0.0,resnet_silu,dl,50,1,5.450167099999817,0.2690523407413196,0.44046368160134935,2.696012021726124,0.2690523407413196,,0.021949341942438708,0.25744921988068,0.017962789880301727,,,,,0.08,0.07555555555555556,0.4,
full,european,call,0.0,fourier_mlp,dl,50,1,3.3177489999998215,24.786443203156317,32.448807249973434,112.04539367420227,24.786443203156317,,3.37497986680102,104.15990641360538,6.329601497856175,,,,,0.49777777777777776,0.8933333333333333,0.4177777777777778,
full,european,call,0.0,picnn,dl,50,1,10.961172400000578,1.3316257199006987,1.8870183305338437,7.807055176919453,1.3316257199006987,,0.07113989249653577,0.515103844034351,0.0550289339391319,,,,,0.0,0.0,0.4888888888888889,
full,european,call,0.0,bs_iv_net,dl,50,1,4.3150308999993285,0.0010395135321838757,0.001903002839557584,0.008369921022899351,0.0010395135321838757,,0.0007706187602735564,0.004317591862248038,0.00028045865203710734,,,,,0.0,0.0,0.0,
full,european,call,0.0,poly_ridge,ml,200,1,0.0013510999997379258,0.3498657542930673,0.4956751108962587,2.2276488026851227,0.3498657542930673,,0.039747914346564085,0.43623999459127716,0.02703074978918119,,,,,0.27555555555555555,0.2222222222222222,0.24,
full,european,call,0.0,kernel_ridge,ml,200,1,0.14469370000006165,0.04557388153549014,0.09865192423080495,0.6749159484563834,0.04557388153549014,,0.007351577676905954,0.13060022600022367,0.013017597676250239,,,,,0.11555555555555555,0.017777777777777778,0.04,
full,european,call,0.0,random_forest,ml,200,1,0.3069876000008662,0.7809555203837619,1.1314980528627254,4.8115189292689005,0.7809555203837619,,0.13522576699916627,14.238647950573759,0.9055250047964921,,,,,0.40444444444444444,0.22666666666666666,0.3022222222222222,
full,european,call,0.0,grad_boosting,ml,200,1,0.3040478000002622,0.8870189806996652,1.1979893974540734,3.7187538774599154,0.8870189806996652,,0.13356465078125432,17.36021585016668,0.787542447119474,,,,,0.38222222222222224,0.2,0.5155555555555555,
full,european,call,0.0,mlp_tanh,dl,200,1,4.037999500000296,0.4101834616348153,0.5565515413225532,2.665036605423443,0.4101834616348153,,0.03438117006945484,0.41199956647075414,0.015939059099002756,,,,,0.17777777777777778,0.08444444444444445,0.38666666666666666,
full,european,call,0.0,mlp_relu,dl,200,1,3.871765300000334,0.14425654903330962,0.2135150998214056,0.8982890032852144,0.14425654903330962,,0.01910337797641811,0.655924831267093,0.03450441347089652,,,,,0.16,0.06666666666666667,0.10666666666666667,
full,european,call,0.0,resnet_silu,dl,200,1,6.359903299999132,0.11897138041020577,0.1715949291535475,1.0124974564967082,0.11897138041020577,,0.01291704530515855,0.17167166961548572,0.008850454198907325,,,,,0.08,0.035555555555555556,0.18222222222222223,
full,european,call,0.0,fourier_mlp,dl,200,1,3.9504213000000163,8.556633632823674,13.261080690674317,71.60501310092958,8.556633632823674,,1.432422613023862,53.9221628271474,3.366524544298403,,,,,0.4888888888888889,0.76,0.38222222222222224,
full,european,call,0.0,picnn,dl,200,1,12.133879700000762,1.3890518110849082,1.6068158442092029,4.341434003537648,1.3890518110849082,,0.07857915700630977,0.6970975256977716,0.025440432339982732,,,,,0.0,0.13333333333333333,0.5911111111111111,
full,european,call,0.0,bs_iv_net,dl,200,1,4.854916399999638,0.00045997806295408806,0.0007423779050256319,0.0026657565178944687,0.00045997806295408806,,0.0008127532494667733,0.0048775016310539,0.00028391791726544975,,,,,0.0,0.0,0.0,
full,european,call,0.0,poly_ridge,ml,1000,1,0.0017996000005950918,0.3667305127310838,0.5034674026370701,2.019915397689276,0.3667305127310838,,0.04004497939879228,0.43841221739573627,0.006942242954508908,,,,,0.27111111111111114,0.2311111111111111,0.27555555555555555,
full,european,call,0.0,kernel_ridge,ml,1000,1,1.5100304999996297,0.004206734638509013,0.009722807462113726,0.06829561725294475,0.004206734638509013,,0.001482679628795548,0.029570339795213382,0.0023693538172373818,,,,,0.05333333333333334,0.0,0.008888888888888889,
full,european,call,0.0,random_forest,ml,1000,1,0.32721270000001823,0.31663553895666763,0.4769066896383991,1.956824027324053,0.31663553895666763,,0.06398423736879584,6.146730914925388,0.34187827248531477,,,,,0.28,0.24888888888888888,0.2222222222222222,
full,european,call,0.0,grad_boosting,ml,1000,1,1.0561500000003434,0.3666969563069279,0.5138127320427331,1.5851000563104345,0.3666969563069279,,0.06164669230586385,9.13874546276654,0.5302138040600923,,,,,0.4,0.3422222222222222,0.16,
full,european,call,0.0,mlp_tanh,dl,1000,1,5.320934399998805,0.43594007412149655,0.5808852850344658,2.529975088065617,0.43594007412149655,,0.035189378365411104,0.4091068576258629,0.01590611589450317,,,,,0.16444444444444445,0.1111111111111111,0.38666666666666666,
full,european,call,0.0,mlp_relu,dl,1000,1,5.209059099999649,0.07618958321331386,0.10214828935903421,0.3196729777995677,0.07618958321331386,,0.011556764209601372,0.5180713715263409,0.029161077146076977,,,,,0.14666666666666667,0.04,0.12444444444444444,
full,european,call,0.0,resnet_silu,dl,1000,1,9.826814000000013,0.11562107857713239,0.1651357536006376,0.9486783908066676,0.11562107857713239,,0.012503035149700992,0.1666066845030935,0.008227656932008356,,,,,0.08444444444444445,0.035555555555555556,0.19111111111111112,
full,european,call,0.0,fourier_mlp,dl,1000,1,6.3319961999986845,0.675568933276156,1.1062548449611704,6.285190459314836,0.675568933276156,,0.1655671329047213,9.460753162202986,0.5799957807229535,,,,,0.43555555555555553,0.31555555555555553,0.29333333333333333,
full,european,call,0.0,picnn,dl,1000,1,15.76056029999927,0.8641708806600056,1.0735526832369782,3.9667294041571544,0.8641708806600056,,0.050274223489249883,0.4546844273647616,0.020065388989731956,,,,,0.0,0.09777777777777778,0.5822222222222222,
