regime,style,option_type,label_noise,model,family,n_train,seed,fit_seconds,mae_usd,rmse_usd,max_usd,mae_inside_usd,mae_outside_usd,delta_mae,gamma_mae,pde_rms,boundary_mae_usd,boundary_missing,iv_mae_pts,iv_failed,viol_convex,viol_delta,viol_bound,viol_calendar
extrapolate,european,put,0.0,pinn_n1,pinn,0,0,113.65685899999971,0.22110938742605032,0.2732747372489878,0.6536658065938838,0.12166169902262036,0.23640903179580874,0.01802371747942104,0.204502847528437,0.006311715532835307,,,,,0.1288888888888889,0.035555555555555556,0.017777777777777778,
extrapolate,european,put,0.0,pinn_n0,pinn,0,0,113.15725350000048,1.17988419687458,1.4684077542986493,4.826760432719668,1.4511636288785845,1.1381488996431948,0.06917290727232298,0.6603770411168142,0.04147344434058827,,,,,0.4444444444444444,0.26666666666666666,0.08,
extrapolate,european,put,0.0,poly_ridge,ml,50,0,0.0012943000001541805,180.66626624498173,381.10439470792323,1427.8828074754324,0.0755754979769651,208.44944943682862,12.529875545057418,72.66058216163246,10.739786836008083,,,,,0.7777777777777778,0.5422222222222223,0.5733333333333334,
extrapolate,european,put,0.0,kernel_ridge,ml,50,0,0.09758159999910276,9.372353850354113,16.294749599154184,73.18779698501314,0.007899907834652067,10.813039072280182,0.37359331740551965,3.4276782705351647,0.7102743509371208,,,,,0.4311111111111111,0.4177777777777778,0.47555555555555556,
extrapolate,european,put,0.0,random_forest,ml,50,0,0.3176359999997658,3.5974491972150595,7.312833190798851,25.440773056057942,0.3583874080769155,4.095766395544005,0.24008551382348137,2.4539490641155477,0.10035708258816348,,,,,0.12444444444444444,0.0,0.2088888888888889,
extrapolate,european,put,0.0,grad_boosting,ml,50,0,0.32465960000081395,3.6349280620843576,7.405877838548128,26.121724700285053,0.48216550680254533,4.119968455204636,0.24090859447190022,2.7215544578534274,0.118558809318427,,,,,0.12444444444444444,0.0,0.2222222222222222,
extrapolate,european,put,0.0,mlp_tanh,dl,50,0,3.8443829999996524,3.336564256087397,4.525809824501508,13.732952916807651,0.20686148059123155,3.818056990779115,0.1787576030555086,1.0073646558277076,0.04097730847536945,,,,,0.5022222222222222,0.5111111111111111,0.18222222222222223,
extrapolate,european,put,0.0,mlp_relu,dl,50,0,3.6657245000005787,1.2791203851407662,2.6408368257591266,15.601233685202121,0.08257171356733824,1.463204796152063,0.09799460568196969,0.9870061675571653,0.0701613485632804,,,,,0.27111111111111114,0.0,0.6133333333333333,
extrapolate,european,put,0.0,resnet_silu,dl,50,0,5.57860189999883,4.961052150523277,8.124753871063824,29.422467947006226,0.0814862650821199,5.711754594437302,0.22775770377167728,0.8780058215844664,0.14760252912194635,,,,,0.04,0.6533333333333333,0.04888888888888889,
extrapolate,european,put,0.0,fourier_mlp,dl,50,0,3.411597399999664,7.360474840633177,11.49721807504507,37.46169130458116,1.0567316674420002,8.330281482662588,0.432693036709401,6.900038719968907,0.4387608525310921,,,,,0.4622222222222222,0.49333333333333335,0.27111111111111114,
extrapolate,european,put,0.0,picnn,dl,50,0,11.107996800001274,2.4697031471870323,4.885556298908001,24.759887611680508,0.2169069851704798,2.8162871721126557,0.19664398872521016,1.3990034923615895,0.07339725965556715,,,,,0.0,0.31555555555555553,0.4222222222222222,
extrapolate,european,put,0.0,bs_iv_net,dl,50,0,4.541383899999346,0.0020674569285759645,0.004466562115364497,0.019520916025200785,0.00045537764740910075,0.00231546912567856,0.0007609466843132691,0.0047414673371878775,0.0003494992602371509,,,,,0.0,0.0,0.0,
extrapolate,european,put,0.0,poly_ridge,ml,200,0,0.001716699998723925,151.1127771423351,325.09785333605777,1287.0266013899843,0.04975582418074246,174.35324196051275,10.693376770510987,61.37071840388611,8.540988477095715,,,,,0.8177777777777778,0.5733333333333334,0.6488888888888888,
extrapolate,european,put,0.0,kernel_ridge,ml,200,0,0.16457570000056876,5.996025399908384,10.233358330012885,38.87187930482124,0.00818837057410142,6.917231096729043,0.3135530915205902,2.2720264114126767,0.42240152584053675,,,,,0.41333333333333333,0.37777777777777777,0.4711111111111111,
extrapolate,european,put,0.0,random_forest,ml,200,0,0.33053599999948347,3.3661490196042547,7.144667859306699,25.28957914093756,0.21588538910288496,3.850804962758312,0.2259146190604178,2.297513840238061,0.10449413332601543,,,,,0.04,0.0,0.20444444444444446,
extrapolate,european,put,0.0,grad_boosting,ml,200,0,0.3326047999998991,3.6523048694802265,7.566512607892998,26.237590081759667,0.36274633753500174,4.1583907974717995,0.2359018414325804,1.915405579828025,0.08651922186857473,,,,,0.07111111111111111,0.0044444444444444444,0.2222222222222222,
extrapolate,european,put,0.0,mlp_tanh,dl,200,0,4.036092299998927,2.634427466239403,3.519635454381162,10.053206527418613,0.18390324034630615,3.011431193299879,0.14218292113390524,0.927091712870521,0.033821417229700626,,,,,0.43555555555555553,0.49333333333333335,0.15555555555555556,
extrapolate,european,put,0.0,mlp_relu,dl,200,0,4.007110399999874,1.6254296703447948,2.7800173563835626,13.834549033827304,0.0436533794423641,1.8687798689451685,0.11406432128811857,0.9279929771289108,0.04613938252607054,,,,,0.3511111111111111,0.36444444444444446,0.22666666666666666,
extrapolate,european,put,0.0,resnet_silu,dl,200,0,6.60482520000005,3.693346292326119,6.422009350431075,24.574020504951477,0.08501477124918433,4.248474218645648,0.19027244815636565,0.8647621823541622,0.16334659138439833,,,,,0.057777777777777775,0.6133333333333333,0.09333333333333334,
extrapolate,european,put,0.0,fourier_mlp,dl,200,0,4.056757000000289,7.211672417599159,11.080731332361795,35.13451027824163,0.34757120501496663,8.26768798876596,0.4313412180782516,7.817098472457397,0.4413586205919066,,,,,0.4577777777777778,0.4622222222222222,0.25333333333333335,
